ID Pelanggan,Tanggal Pembelian,Nama,Jenis Kelamin,Pendapatan,Produk,Harga,Jumlah,Total,Tingkat Kepuasan
bb401c73,2023-01-01,Eric Adams,Laki-laki,600000,Flash Drive,500000,2,1000000,4
2aefa6e7,2023-01-01,Andrew King,Perempuan,400000,VR Headset,250000,4,1000000,1
5e0f0a1d,2023-01-01,Ethan Harris,Laki-laki,1200000,Vacuum Cleaner,250000,4,1000000,1
4019cfb7,2023-01-01,Lily Allen,Laki-laki,1200000,VR Headset,100000,2,200000,4
f82bffb6,2023-01-01,Victoria Baker,Laki-laki,400000,Smartwatch,250000,3,750000,2
a85e2958,2023-01-01,Emma Nelson,Laki-laki,950000,Fitness Tracker,100000,2,200000,4
79c751cd,2023-01-01,Jack Perez,Laki-laki,950000,Vacuum Cleaner,500000,3,1500000,5
9067656b,2023-01-01,Zoey Thompson,Laki-laki,950000,Hair Dryer,500000,3,1500000,1
2cfcf38e,2023-01-01,Nina Smith,Laki-laki,400000,Electric Toothbrush,100000,1,100000,5
15165a47,2023-01-01,Riley Martin,Perempuan,400000,Water Purifier,100000,2,200000,5
bf6da009,2023-01-01,Zoey Allen,Laki-laki,1200000,Dryer,250000,4,1000000,2
a6fedea4,2023-01-01,Savannah Johnson,Perempuan,1200000,Sewing Machine,100000,4,400000,3
bfef7316,2023-01-01,Christopher Adams,Perempuan,400000,Keyboard,250000,4,1000000,1
e24b8279,2023-01-01,Fajar Green,Perempuan,950000,Air Fryer,100000,1,100000,1
14f8c3b8,2023-01-01,Layla Lewis,Laki-laki,1200000,Laptop,100000,4,400000,2
dc501623,2023-01-01,Sofia Adams,Laki-laki,600000,Toaster,1000000,1,1000000,5
2c96813f,2023-01-01,Mila Perez,Perempuan,1200000,Coffee Maker,250000,1,250000,5
237e04e2,2023-01-01,Steven Baker,Laki-laki,400000,VR Headset,1000000,3,3000000,1
010896e1,2023-01-01,Jacob Walker,Perempuan,1200000,Toaster,1000000,3,3000000,2
08a87645,2023-01-01,Logan Turner,Perempuan,1200000,Water Purifier,250000,4,1000000,2
e2b70021,2023-01-01,Abigail Campbell,Perempuan,950000,Camera,1000000,1,1000000,3
a30124b2,2023-01-01,Aaron Perez,Perempuan,600000,Camera,250000,4,1000000,3
63544ca6,2023-01-01,Sari Robinson,Laki-laki,1200000,Tablet,100000,1,100000,3
0175857a,2023-01-01,Emily Martinez,Perempuan,600000,Monitor,1000000,4,4000000,1
e50da0da,2023-01-01,Alexander Robinson,Laki-laki,1.200.000,HDMI Cable,1.000.000,4,4.000.000,3
a6b0b9a8,2023-01-01,Mia Brown,Laki-laki,1.200.000,Fitness Tracker,1.000.000,2,2.000.000,3
ddd722bb,2023-01-01,Anthony Lopez,Laki-laki,400.000,Desk Lamp,250.000,8,2.000.000,3
344aedd4,2023-01-01,Jessica Lee,Laki-laki,950.000,Speaker,250.000,1,250.000,1
aa5e87be,2023-01-01,Ayu Hall,Laki-laki,600000,Food Processor,100000,1,100000,5
5f7d934f,2023-01-01,Lucy Lopez,Laki-laki,400000,Air Fryer,1000000,1,1000000,1
8080fb07,2023-01-01,William Perez,Perempuan,400000,3D Printer,500000,3,1500000,2
72e7bb35,2023-01-01,Ayu Turner,Laki-laki,400000,Speaker,500000,1,500000,3
b075b83b,2023-01-01,David Thompson,Laki-laki,950000,VR Headset,100000,4,400000,1
77884b0a,2023-01-01,Harper Jones,Laki-laki,600000,Charger,1000000,3,3000000,5
5084c65e,2023-01-01,William Williams,Laki-laki,600000,Water Purifier,1000000,4,4000000,2
f7e03536,2023-01-01,Victoria Martinez,Perempuan,600000,Webcam,250000,3,750000,2
dc889307,2023-01-01,Logan Thompson,Laki-laki,600000,Air Purifier,100000,4,400000,5
2f941b41,2023-01-01,Aubrey Allen,Laki-laki,950000,Vacuum Cleaner,250000,2,500000,4
9c6cdfd1,2023-01-01,Mia Taylor,Perempuan,950000,Keyboard,500000,4,2000000,3
a049f666,2023-01-01,Robert Rodriguez,Laki-laki,600000,VR Headset,1000000,4,4000000,1
033c8a2f,2023-01-01,Anthony Smith,Laki-laki,950000,Action Camera,500000,2,1000000,1
83361a14,2023-01-01,Sarah Hernandez,Perempuan,600000,Soundbar,100000,1,100000,3
0c92d6ed,2023-01-01,Amelia White,Laki-laki,1.200.000,Smart Home Hub,100.000,5,500.000,1
d3d5b4a1,2023-01-01,Lucy Campbell,Laki-laki,1200000,Bluetooth Speaker,500000,3,1500000,2
e7689c4c,2023-01-01,Riley Martin,Laki-laki,950000,Power Bank,100000,2,200000,5
36095dc6,2023-01-01,William Jones,Laki-laki,400000,Vacuum Cleaner,100000,1,100000,2
b5953e8f,2023-01-01,Emma Carter,Laki-laki,400000,Dehumidifier,250000,4,1000000,5
70aab8e8,2023-01-01,Dinda Anderson,Laki-laki,400000,Mouse,100000,2,200000,2
0ad071de,2023-01-01,Rudi Campbell,Laki-laki,600000,Smartwatch,100000,2,200000,1
be500a27,2023-01-01,Adam Robinson,Laki-laki,1.200.000,Refrigerator,250.000,4,1.000.000,3
4283d573,2023-01-01,Victoria Smith,Laki-laki,950000,Action Camera,250000,1,250000,2
22bad8dd,2023-01-01,Matthew Garcia,Laki-laki,400000,Sewing Machine,250000,4,1000000,3
7961de21,2023-01-01,Victoria Williams,Laki-laki,1200000,Power Bank,250000,2,500000,1
1fb117b0,2023-01-01,Zoe Williams,Laki-laki,600000,Straightening Iron,100000,4,400000,3
9b8a5909,2023-01-01,Evelyn,Perempuan,950000,3D Printer,500000,2,1000000,1
32461a99,2023-01-01,Nathan Thompson,Perempuan,950000,Electric Kettle,1000000,2,2000000,4
bd9b94ce,2023-01-01,Brian Mitchell,Laki-laki,400.000,Microwave Oven,1.000.000,8,8.000.000,4
b1acb944,2023-01-01,Justin Anderson,Laki-laki,950.000,Washing Machine,1.000.000,5,5.000.000,5
0cf075b1,2023-01-01,Emily Moore,Laki-laki,950000,Air Fryer,500000,4,2000000,5
e3f7ee1e,2023-01-01,Evelyn Miller,Perempuan,400000,Dehumidifier,250000,2,500000,2
ba245167,2023-01-01,Mia Scott,Perempuan,600000,Webcam,100000,3,300000,4
dbb5a1ff,2023-01-01,Justin Anderson,Perempuan,400000,Microwave Oven,500000,2,1000000,2
6ab0aa13,2023-01-01,Budi Thompson,Laki-laki,950000,Refrigerator,250000,3,750000,4
1c2bad13,2023-01-01,Penelope Wright,Perempuan,950000,Electric Toothbrush,500000,4,2000000,3
1147beaf,2023-01-01,Andrew Young,Laki-laki,950000,Speaker,250000,4,1000000,4
1e3cb7f3,2023-01-01,Sofia Johnson,Perempuan,400000,Vacuum Cleaner,250000,2,500000,4
8eb297b5,2023-01-01,Stella Rodriguez,Laki-laki,400.000,Flash Drive,250.000,1,250.000,2
893613cf,2023-01-01,Robert Gonzalez,Laki-laki,1.200.000,VR Headset,100.000,1,100.000,4
ce6b8794,2023-01-01,Olivia Roberts,Perempuan,1200000,Keyboard,100000,3,300000,1
22fe32ed,2023-01-01,Mia Wright,Perempuan,950000,Gaming Console,250000,4,1000000,4
e54e929c,2023-01-01,Kevin Lopez,Perempuan,400000,Toaster,250000,2,500000,1
05dc39f4,2023-01-01,Luna Taylor,Perempuan,400000,E-Reader,250000,1,250000,5
cc8de784,2023-01-01,Luna Thomas,Perempuan,950000,Electric Kettle,100000,4,400000,1
2e2305b1,2023-01-01,Eric Davis,Laki-laki,950000,Refrigerator,250000,2,500000,2
ea9b1172,2023-01-01,Eleanor Perez,Laki-laki,600000,Air Purifier,100000,1,100000,3
f8dcec26,2023-01-01,Aubrey Allen,Laki-laki,400000,Home Theater System,250000,2,500000,4
6b5ae16e,2023-01-01,Samuel Rodriguez,Laki-laki,950000,Fitness Tracker,500000,1,500000,2
b0fddef0,2023-01-01,Thomas Wright,Laki-laki,1.200.000,Monitor,500.000,8,4.000.000,5
527998b4,2023-01-01,Evan Thomas,Perempuan,950000,Laptop,500000,3,1500000,1
eec168f7,2023-01-01,Luke King,Perempuan,950000,Dishwasher,1000000,2,2000000,4
4bb8bf85,2023-01-01,Lucy Rodriguez,Laki-laki,1.200.000,3D Printer,1.000.000,2,2.000.000,1
3263efc5,2023-01-01,Evan Thomas,Laki-laki,1200000,Charger,250000,3,750000,4
d341176d,2023-01-01,Sofia Roberts,Laki-laki,1200000,Dishwasher,1000000,3,3000000,4
e84ba748,2023-01-01,Hazel Martin,Laki-laki,400.000,Power Bank,500.000,1,500.000,4
452ff340,2023-01-01,Abigail Gonzalez,Perempuan,950000,Flash Drive,500000,2,1000000,5
6c1b0b21,2023-01-01,Ethan Nelson,Perempuan,950000,Laptop,100000,3,300000,4
23b5eed7,2023-01-01,Sari Robinson,Perempuan,400000,Laptop,1000000,3,3000000,2
b3ba1851,2023-01-02,Isaac Walker,Laki-laki,600000,Projector,500000,3,1500000,3
ff479b59,2023-01-02,Avery Martinez,Laki-laki,600000,Dehumidifier,250000,3,750000,4
ea608b43,2023-01-02,Charles Gonzalez,Laki-laki,400000,Vacuum Cleaner,250000,4,1000000,5
44e7088e,2023-01-02,Harper Hill,Perempuan,400000,Air Fryer,500000,4,2000000,5
733b1ecb,2023-01-02,Alexander Mitchell,Perempuan,1200000,Soundbar,500000,3,1500000,1
38f7db88,2023-01-02,Michael Turner,Perempuan,600000,Straightening Iron,1000000,4,4000000,5
f0b91e4b,2023-01-02,Steven Thomas,Laki-laki,950000,Oven,250000,3,750000,3
20f467c6,2023-01-02,Lucy Hernandez,Perempuan,1200000,Smartphone,250000,4,1000000,5
21dab053,2023-01-02,Budi Jones,Laki-laki,400000,Portable Fan,100000,4,400000,2
99341d67,2023-01-02,Nathan Miller,Laki-laki,950000,Fitness Tracker,100000,2,200000,5
178ff020,2023-01-02,Stella Thomas,Perempuan,400000,Dishwasher,1000000,1,1000000,4
2d428e01,2023-01-02,Eric Thomas,Perempuan,400000,Gaming Console,100000,4,400000,2
ec303b4b,2023-01-02,Jason Moore,Laki-laki,1200000,Webcam,500000,1,500000,1
058d04d4,2023-01-02,Lucy Brown,Laki-laki,400000,Mouse,500000,2,1000000,2
71e6aadb,2023-01-02,James Campbell,Laki-laki,950000,Smart Thermostat,500000,4,2000000,1
955fd700,2023-01-02,Hannah Jackson,Perempuan,1200000,Refrigerator,250000,1,250000,1
e3d90e50,2023-01-02,Adam Johnson,Perempuan,1200000,Water Purifier,500000,2,1000000,3
bc02e318,2023-01-02,Elizabeth Adams,Laki-laki,1200000,Flash Drive,100000,3,300000,4
0112afea,2023-01-02,Lillian Thompson,Perempuan,1200000,Electric Toothbrush,500000,1,500000,2
224d2988,2023-01-02,Madison Lewis,Perempuan,950000,Hair Dryer,500000,1,500000,3
bed55675,2023-01-02,Christopher Adams,Perempuan,400000,Action Camera,1000000,2,2000000,3
92948573,2023-01-02,Samuel Rodriguez,Perempuan,400000,Curling Iron,250000,1,250000,5
e733d085,2023-01-02,Ian Parker,Perempuan,950000,Straightening Iron,500000,3,1500000,5
fa35b665,2023-01-02,David Rodriguez,Perempuan,950000,Curling Iron,250000,1,250000,5
cf2b560c,2023-01-02,Andrew Young,Laki-laki,400000,Toaster,250000,4,1000000,1
8c82277c,2023-01-02,Stella Nelson,Perempuan,400000,Electric Toothbrush,100000,1,100000,3
1d3d9dd5,2023-01-02,Aaron Hill,Perempuan,600000,Vacuum Cleaner,250000,3,750000,2
961e210c,2023-01-02,Madison Lewis,Perempuan,400000,Sewing Machine,250000,3,750000,2
541a6ff5,2023-01-02,Evan Thomas,Perempuan,600000,Dishwasher,1000000,2,2000000,3
40036b52,2023-01-02,Jessica,Laki-laki,1200000,Electric Toothbrush,500000,2,1000000,5
4728db99,2023-01-02,Nathan,Laki-laki,1200000,Laptop,1000000,3,3000000,1
ae0d714a,2023-01-02,Jack Lopez,Laki-laki,400000,HDMI Cable,1000000,1,1000000,1
fba9d468,2023-01-02,Connor Baker,Perempuan,600000,Air Purifier,1000000,1,1000000,2
b9c6e22d,2023-01-02,Riley King,Laki-laki,950000,Portable Fan,100000,3,300000,1
23123c67,2023-01-02,Ayu Johnson,Perempuan,600000,Water Purifier,1000000,3,3000000,4
21756f97,2023-01-02,Arif Anderson,Perempuan,1200000,VR Headset,250000,1,250000,5
44f4262e,2023-01-02,Chloe Young,Laki-laki,950000,Vacuum Cleaner,500000,1,500000,4
6cc14db2,2023-01-02,Riley King,Perempuan,950000,Home Theater System,250000,1,250000,3
f3e3c023,2023-01-02,Aria Hall,Perempuan,600000,VR Headset,100000,3,300000,2
458bee24,2023-01-02,Mia Lopez,Perempuan,600000,Speaker,100000,4,400000,4
27f8687e,2023-01-02,Nicholas Lewis,Laki-laki,600000,Straightening Iron,100000,3,300000,1
d887e1ce,2023-01-02,Olivia Phillips,Perempuan,400000,Smart Home Hub,250000,2,500000,1
f8db60d5,2023-01-02,Charlotte Hill,Laki-laki,400000,Water Purifier,500000,1,500000,3
0e9909ad,2023-01-02,Ika Miller,Perempuan,950000,Tablet,500000,1,500000,2
cd29ebe6,2023-01-02,James Thomas,Perempuan,950000,Charger,250000,3,750000,4
765921a9,2023-01-02,Fajar Anderson,Perempuan,950000,Wind Turbine,100000,1,100000,4
6950ff4b,2023-01-02,John Carter,Perempuan,400000,Monitor,1000000,4,4000000,5
32874429,2023-01-02,Elizabeth Lopez,Perempuan,400000,Security Camera,250000,2,500000,4
300f6316,2023-01-02,Mila Clark,Perempuan,400000,E-Reader,1000000,2,2000000,2
9897bbfd,2023-01-02,Elijah Green,Laki-laki,600000,Vacuum Cleaner,100000,1,100000,2
6cad0cd2,2023-01-02,James Rodriguez,Perempuan,400000,Oven,500000,1,500000,4
101b0670,2023-01-02,Evan Thomas,Laki-laki,600000,Camera,100000,2,200000,4
b3f23f7f,2023-01-02,Lucy Campbell,Laki-laki,950000,Dishwasher,1000000,1,1000000,4
13bfd849,2023-01-02,Avery Campbell,Perempuan,950000,Solar Panel,1000000,4,4000000,1
50ec1525,2023-01-02,Daniel Harris,Perempuan,600000,Wind Turbine,500000,4,2000000,1
e7946d6c,2023-01-02,Kevin Moore,Laki-laki,400000,Sewing Machine,250000,3,750000,4
f2dc310a,2023-01-02,Hannah Perez,Perempuan,400000,Solar Panel,250000,3,750000,2
1b915edc,2023-01-02,Aubrey Rodriguez,Perempuan,600000,Keyboard,500000,2,1000000,4
3dbd060c,2023-01-02,Avery Robinson,Laki-laki,1200000,E-Reader,500000,3,1500000,3
efab8571,2023-01-02,Emily Hill,Laki-laki,400000,Webcam,500000,4,2000000,2
c83e2ee8,2023-01-02,Gavin Anderson,Perempuan,950000,Charger,250000,3,750000,1
971a6c4b,2023-01-02,Amelia Gonzalez,Perempuan,1200000,Sewing Machine,250000,4,1000000,5
308da270,2023-01-02,Evan Parker,Laki-laki,1200000,Curling Iron,1000000,4,4000000,5
24b88e6f,2023-01-02,Laura Phillips,Laki-laki,600000,Keyboard,1000000,4,4000000,4
2fa5419f,2023-01-02,Penelope Roberts,Perempuan,600000,Tablet,500000,2,1000000,2
3eada438,2023-01-02,Tyler Phillips,Laki-laki,600000,Smart Home Hub,100000,1,100000,1
a56261ee,2023-01-02,John Campbell,Perempuan,950000,Speaker,1000000,1,1000000,5
d8ef33f0,2023-01-02,Laura Phillips,Perempuan,600000,Webcam,500000,2,1000000,4
bbef8fb6,2023-01-02,Logan Carter,Perempuan,1200000,Camera,500000,4,2000000,4
611c59d8,2023-01-02,Dian Rodriguez,Perempuan,400000,Smartwatch,250000,1,250000,4
a5de1695,2023-01-02,Isabella Brown,Laki-laki,600000,Straightening Iron,1000000,4,4000000,4
d687334f,2023-01-02,Daniel Campbell,Perempuan,1200000,Bluetooth Speaker,500000,4,2000000,3
d2141dea,2023-01-02,Penelope Perez,Perempuan,950000,Curling Iron,100000,2,200000,1
0764254c,2023-01-02,Benjamin Davis,Perempuan,950000,Camera,250000,1,250000,2
6d44fcc9,2023-01-02,Jason Lopez,Laki-laki,1200000,Fitness Tracker,100000,4,400000,3
79cdb2ba,2023-01-02,Jason Clark,Perempuan,950000,Smart Lock,500000,3,1500000,3
6887ce9f,2023-01-02,Jonathan Lee,Laki-laki,400000,Speaker,250000,2,500000,3
a1f509db,2023-01-02,Riley Young,Laki-laki,400000,Laptop,250000,1,250000,5
1c5b47df,2023-01-02,Alexander King,Laki-laki,600000,Smart Thermostat,100000,2,200000,2
e8178b6b,2023-01-02,Zoey Parker,Perempuan,1200000,Soundbar,500000,3,1500000,5
b5aeb7b4,2023-01-02,Audrey Brown,Perempuan,400000,Electric Shaver,1000000,1,1000000,2
2caf52c8,2023-01-02,Riley Lee,Perempuan,950000,Air Fryer,250000,2,500000,3
975887d5,2023-01-02,Aubrey Lewis,Laki-laki,950000,Camera,250000,4,1000000,5
377d9986,2023-01-02,Isabella Hall,Laki-laki,600000,Oven,1000000,1,1000000,3
a36e1f06,2023-01-02,Fajar Robinson,Perempuan,600000,Dryer,250000,3,750000,1
01ca4a07,2023-01-02,Victoria Smith,Laki-laki,1200000,Smartwatch,100000,1,100000,1
8f79793c,2023-01-02,Connor King,Perempuan,600000,Oven,500000,2,1000000,5
70e5ff11,2023-01-02,Abigail Hall,Perempuan,950000,Air Purifier,500000,2,1000000,5
bd3a9b16,2023-01-02,Brian Garcia,Perempuan,1200000,Electric Toothbrush,250000,1,250000,3
1d94e3de,2023-01-02,Christopher Rodriguez,Perempuan,950.000,Flash Drive,100.000,1,100.000,4
9fcbdf34,2023-01-02,Emily Williams,Laki-laki,1200000,Straightening Iron,1000000,4,4000000,2
0932237c,2023-01-02,Dian Thompson,Laki-laki,1200000,Action Camera,1000000,4,4000000,2
1d09d211,2023-01-02,Arif Baker,Perempuan,600.000,Security Camera,500.000,9,4.500.000,2
08f1aef8,2023-01-02,Christopher Rodriguez,Laki-laki,1200000,VR Headset,1000000,2,2000000,2
0d99560d,2023-01-02,Evelyn Adams,Perempuan,1.200.000,HDMI Cable,250.000,6,1.500.000,1
b736f2e7,2023-01-02,Mia Robinson,Laki-laki,600000,Oven,1000000,3,3000000,4
09ca5cbe,2023-01-02,Tyler Allen,Perempuan,400000,Hair Dryer,100000,4,400000,3
2a96ed4f,2023-01-02,Nina Anderson,Perempuan,400000,Smart Lock,100000,4,400000,5
0363c9a3,2023-01-02,Nora Williams,Laki-laki,400000,Water Purifier,1000000,2,2000000,5
9f823dc5,2023-01-02,Nicholas Hill,Laki-laki,1200000,Dishwasher,250000,3,750000,4
2ec466de,2023-01-02,Lillian Thompson,Laki-laki,400000,Air Purifier,100000,2,200000,5
cec5b339,2023-01-02,Logan Hernandez,Laki-laki,400.000,3D Printer,1.000.000,2,2.000.000,3
6d5868c7,2023-01-02,Brandon Smith,Laki-laki,1200000,Home Theater System,500000,4,2000000,2
de1d7578,2023-01-02,Alexander Phillips,Laki-laki,600.000,Oven,100.000,1,100.000,1
80439f68,2023-01-02,Rudi Rodriguez,Perempuan,600000,Desk Lamp,1000000,1,1000000,5
5a05a912,2023-01-02,Jonathan Lee,Perempuan,1.200.000,E-Reader,250.000,4,1.000.000,3
ea92998e,2023-01-02,Jessica Lewis,Perempuan,950000,Dehumidifier,500000,3,1500000,3
822f28f7,2023-01-02,Emily Miller,Perempuan,400.000,Washing Machine,500.000,3,1.500.000,5
ddbaf29b,2023-01-02,Laura Phillips,Laki-laki,1200000,Printer,1000000,3,3000000,1
fa23183e,2023-01-02,Olivia Walker,Perempuan,1200000,Electric Toothbrush,1000000,4,4000000,3
c160ff8f,2023-01-02,Michael Evans,Perempuan,400000,Wind Turbine,100000,2,200000,5
938fcb61,2023-01-02,Christopher Rodriguez,Perempuan,400.000,Power Bank,1.000.000,4,4.000.000,2
b7b9cc78,2023-01-02,Lillian Hernandez,Perempuan,950000,External Hard Drive,250000,1,250000,3
983061f3,2023-01-02,Emily Young,Perempuan,950.000,Action Camera,1.000.000,9,9.000.000,1
dd339a72,2023-01-02,John Rodriguez,Perempuan,600.000,Toaster,500.000,4,2.000.000,2
4f56c911,2023-01-02,James Wilson,Laki-laki,950000,Smart Lock,100000,4,400000,1
45e4f2d7,2023-01-02,Scarlett Baker,Perempuan,400000,Webcam,1000000,1,1000000,4
72f07ab4,2023-01-02,Elijah Green,Laki-laki,600000,Charger,250000,2,500000,5
9c637fb9,2023-01-02,Scarlett,Perempuan,400000,Water Purifier,250000,4,1000000,1
4976f3dc,2023-01-02,Nora Johnson,Laki-laki,600.000,Electric Toothbrush,1.000.000,2,2.000.000,2
34d7a52c,2023-01-02,Isaac Phillips,Perempuan,950.000,Coffee Maker,1.000.000,4,4.000.000,3
515400d4,2023-01-02,Avery Campbell,Perempuan,1200000,Smart Home Hub,500000,3,1500000,4
814a5a82,2023-01-02,Sari Green,Perempuan,1.200.000,E-Reader,1.000.000,8,8.000.000,3
e8a24ed1,2023-01-02,Tyler White,Perempuan,400000,Soundbar,500000,1,500000,1
7db5c773,2023-01-02,Aria Martinez,Laki-laki,950000,Webcam,1000000,2,2000000,4
f41df77c,2023-01-02,Brian Parker,Perempuan,400000,Printer,1000000,4,4000000,5
fd36d267,2023-01-02,Charles King,Laki-laki,400000,Headphones,500000,3,1500000,4
d94c71e0,2023-01-02,Mila Walker,Laki-laki,400.000,Hair Dryer,100.000,4,400.000,3
9e3916a7,2023-01-02,James Lee,Laki-laki,1200000,Oven,250000,4,1000000,2
dd1d71d8,2023-01-02,Isabella Gonzalez,Laki-laki,1200000,Home Theater System,250000,3,750000,2
e0b26c6f,2023-01-02,Arif Robinson,Perempuan,950000,Dishwasher,500000,2,1000000,2
48491dba,2023-01-02,Eleanor Nelson,Perempuan,1200000,Curling Iron,250000,3,750000,1
12bb1328,2023-01-02,Alexander Perez,Perempuan,400.000,Charger,100.000,8,800.000,2
2476f08e,2023-01-02,Sophia Wright,Perempuan,950000,Blender,250000,4,1000000,1
1561dd64,2023-01-02,Ella Thomas,Perempuan,600000,Camera,500000,4,2000000,5
9ca4c244,2023-01-02,Robert Jones,Perempuan,950000,Smartphone,100000,3,300000,4
5f495b54,2023-01-02,Nicholas Lewis,Perempuan,950000,Mouse,100000,3,300000,3
36d46dd9,2023-01-02,Charlotte Robinson,Perempuan,1200000,Oven,250000,2,500000,5
3e5e33e5,2023-01-02,Jason Roberts,Laki-laki,600.000,Printer,1.000.000,1,1.000.000,4
05ca7172,2023-01-02,Justin Smith,Perempuan,1200000,Electric Shaver,100000,2,200000,5
7d45ca8f,2023-01-02,Eric Wright,Laki-laki,950.000,Coffee Maker,100.000,2,200.000,1
a4f4193c,2023-01-02,Avery Carter,Laki-laki,600000,Solar Panel,250000,1,250000,2
6d037712,2023-01-02,Evelyn Brown,Laki-laki,400000,Gaming Console,100000,4,400000,3
e3cd7a03,2023-01-02,Stella Parker,Laki-laki,400000,Action Camera,1000000,1,1000000,3
eebe45d7,2023-01-02,Daniel Campbell,Laki-laki,400.000,Air Purifier,500.000,4,2.000.000,2
323ee1ac,2023-01-02,Samuel Martinez,Perempuan,950.000,Tablet,250.000,2,500.000,1
